"vidid","adviews"
"VID_18848",44294
"VID_2755",370
"VID_1172",2859
"VID_3340",890
"VID_12594",29
"VID_6607",3997
"VID_13861",558
"VID_9705",257
"VID_5850",1043
"VID_12238",495
"VID_21926",953
"VID_9487",514
"VID_20494",95
"VID_23549",173
"VID_19860",643
"VID_1150",67049
"VID_5736",8
"VID_1308",490
"VID_23085",911
"VID_376",104
"VID_750",277
"VID_11771",1767
"VID_6200",72
"VID_1917",86559
"VID_5987",363
"VID_4277",56
"VID_4291",5663
"VID_3217",67
"VID_14488",914
"VID_4524",8036
"VID_10322",1224
"VID_5870",173
"VID_5237",9280
"VID_1058",485
"VID_7661",5776
"VID_17233",869
"VID_2787",37
"VID_5413",34
"VID_18748",11
"VID_16983",9384
"VID_9368",1241
"VID_2876",513
"VID_14753",900
"VID_20024",1552
"VID_22731",22976
"VID_1020",21
"VID_21916",27433
"VID_20316",1188
"VID_10115",1451
"VID_13527",20
"VID_10017",460
"VID_20624",18961
"VID_549",40
"VID_7929",44
"VID_21591",60
"VID_15528",256
"VID_2737",210
"VID_15198",870
"VID_7845",1358
"VID_5740",1543
"VID_14139",1178
"VID_5516",1565
"VID_4987",238
"VID_9479",1120
"VID_15816",5
"VID_11396",624
"VID_8741",142
"VID_4189",10
"VID_15667",9
"VID_22288",1671
"VID_16111",523
"VID_8765",649
"VID_5061",1997
"VID_6224",7
"VID_5902",467
"VID_15118",230
"VID_15594",7493
"VID_13664",10741
"VID_5969",3024
"VID_21111",454
"VID_11029",484
"VID_14023",3266
"VID_18096",68260
"VID_13058",89
"VID_16464",26378
"VID_14895",1361
"VID_2533",117
"VID_20581",722
"VID_1811",247
"VID_18604",753
"VID_14864",284
"VID_13419",417
"VID_22638",2418
"VID_14649",994
"VID_23103",377
"VID_13850",64460
"VID_1810",77
"VID_18335",18363
"VID_12164",904
"VID_16549",7
"VID_10235",2209
"VID_19514",239
"VID_18077",598
"VID_4242",48
"VID_5855",27163
"VID_10617",342
"VID_824",955
"VID_14341",3562
"VID_514",618
"VID_2863",624
"VID_20662",474
"VID_16730",1264
"VID_2272",550
"VID_17648",118
"VID_11316",36
"VID_12996",3085
"VID_3430",74
"VID_12935",325
"VID_23589",628
"VID_9862",98
"VID_8470",1717
"VID_8714",352
"VID_10157",142
"VID_5284",1223
"VID_14780",549
"VID_2091",1394
"VID_11367",44
"VID_6269",194
"VID_21394",540
"VID_8748",3066
"VID_8533",504
"VID_1013",23795
"VID_12908",187
"VID_13180",1397
"VID_5182",418
"VID_104",1326
"VID_14411",4330
"VID_12957",219
"VID_18566",358
"VID_7049",62
"VID_22563",3945
"VID_13261",94
"VID_10340",64
"VID_15891",60
"VID_8103",1350
"VID_8461",2061
"VID_7622",1518
"VID_1136",39713
"VID_722",105
"VID_9454",107
"VID_10912",836
"VID_9548",3000
"VID_20850",505
"VID_4738",7101
"VID_18978",435
"VID_8659",2397
"VID_1897",27880
"VID_2803",189
"VID_20017",164
"VID_12039",536
"VID_13420",451
"VID_810",882
"VID_15012",1350
"VID_9473",427
"VID_21233",856
"VID_15573",80
"VID_14136",293
"VID_5263",2157
"VID_19147",1996
"VID_6746",433
"VID_21062",928
"VID_1391",394
"VID_10695",54476
"VID_10709",17196
"VID_6050",139
"VID_20221",219
"VID_14590",405
"VID_23440",32437
"VID_10114",10
"VID_5636",62
"VID_3714",200
"VID_14057",494
"VID_16982",51366
"VID_16158",1701
"VID_23018",357
"VID_14304",32953
"VID_11438",178
"VID_19361",23
"VID_16945",51240
"VID_15325",1303
"VID_3164",18
"VID_13148",35990
"VID_11446",38
"VID_1200",88914
"VID_9583",4939
"VID_5362",1578
"VID_16290",2591
"VID_6663",37239
"VID_10513",2378
"VID_11604",599
"VID_17853",474
"VID_9036",1783
"VID_487",1107
"VID_6002",40
"VID_13067",471
"VID_1230",494
"VID_10247",3187
"VID_20789",3877
"VID_22866",9134
"VID_3131",172
"VID_23112",50337
"VID_7848",1783
"VID_15726",12
"VID_16931",2527
"VID_12027",145
"VID_11663",33751
"VID_5510",46
"VID_2953",1037
"VID_12203",973
"VID_9578",958
"VID_4927",546
"VID_17804",1302
"VID_16733",1336
"VID_707",43407
"VID_16334",4393
"VID_11444",1280
"VID_16944",288
"VID_406",736
"VID_11200",357
"VID_6082",498
"VID_17077",41102
"VID_12120",37100
"VID_18751",197
"VID_22578",262
"VID_10744",112353
"VID_3062",6
"VID_16724",313
"VID_18072",51015
"VID_19114",1074
"VID_22030",2887
"VID_2269",852
"VID_13298",1372
"VID_17090",669
"VID_17358",70
"VID_16540",3749
"VID_9248",393
"VID_15585",59
"VID_19347",430
"VID_21447",26481
"VID_13179",642
"VID_4715",4548
"VID_16761",467
"VID_17408",8
"VID_12568",43
"VID_12409",3584
"VID_19916",2673
"VID_16481",318
"VID_12539",701
"VID_19279",20
"VID_12943",2942
"VID_4659",772
"VID_18232",479
"VID_19162",6
"VID_19730",232
"VID_21800",33181
"VID_9676",586
"VID_22343",1985
"VID_17323",16
"VID_12127",868
"VID_10102",1252
"VID_14077",4538
"VID_1515",565
"VID_18952",747
"VID_23494",1031
"VID_7222",284
"VID_4804",49
"VID_9600",531
"VID_14184",2439
"VID_17029",297
"VID_12733",543
"VID_20713",630
"VID_16978",81177
"VID_21426",524
"VID_4682",319
"VID_5067",3880
"VID_5967",25531
"VID_3160",58
"VID_8015",1387
"VID_8314",210
"VID_9061",2808
"VID_16054",468
"VID_14914",1299
"VID_2782",70
"VID_3405",2811
"VID_13973",2313
"VID_20293",188
"VID_13331",1414
"VID_19058",173
"VID_6758",1711
"VID_3893",4480
"VID_2712",459
"VID_13854",69610
"VID_16032",132
"VID_8816",727
"VID_11284",533
"VID_7030",59
"VID_23648",313
"VID_9266",8
"VID_4866",32694
"VID_11410",2577
"VID_6130",51
"VID_20754",642
"VID_9062",2864
"VID_16223",23860
"VID_8874",30336
"VID_19747",210
"VID_11152",448
"VID_948",67189
"VID_6212",545
"VID_23350",1658
"VID_12698",360
"VID_7895",1601
"VID_22828",8353
"VID_15826",42
"VID_19229",190
"VID_16620",510
"VID_520",2763
"VID_14306",20636
"VID_23403",37
"VID_5068",714
"VID_151",487
"VID_16440",913
"VID_6639",17417
"VID_10294",459
"VID_11491",75
"VID_21071",529
"VID_6036",48
"VID_10528",2313
"VID_16805",38
"VID_13016",431
"VID_12357",2211
"VID_21135",3825
"VID_14654",184
"VID_4527",2443
"VID_358",3323
"VID_9344",2511
"VID_6680",3246
"VID_20648",13
"VID_17740",259
"VID_19803",141
"VID_2895",216
"VID_21528",336
"VID_9297",812
"VID_13766",5266
"VID_4882",10
"VID_15857",321
"VID_12661",6742
"VID_3685",13
"VID_20790",88
"VID_8500",922
"VID_11100",410
"VID_8719",84
"VID_8322",1709
"VID_15001",906
"VID_12322",50887
"VID_7261",412
"VID_6203",122
"VID_16731",473
"VID_11416",2306
"VID_21849",26008
"VID_7923",4794
"VID_6247",185
"VID_14460",1577
"VID_23485",1082
"VID_9329",2410
"VID_14827",582
"VID_18237",1926
"VID_13840",410
"VID_9229",6071
"VID_7162",509
"VID_17313",162
"VID_21629",649
"VID_9591",7782
"VID_11437",26
"VID_13076",1459
"VID_14681",31609
"VID_10378",285
"VID_21873",47672
"VID_9282",1537
"VID_3554",1424
"VID_9884",2731
"VID_8583",282
"VID_7617",127
"VID_1284",45318
"VID_1594",64804
"VID_2902",4509
"VID_2160",47136
"VID_2357",259
"VID_4012",63
"VID_7932",38297
"VID_16858",43
"VID_15431",66764
"VID_19393",1221
"VID_9371",491
"VID_16347",154
"VID_10564",1211
"VID_5634",2414
"VID_21704",548
"VID_5415",27553
"VID_1925",35029
"VID_21687",948
"VID_23616",251
"VID_248",190
"VID_2689",409
"VID_3650",49
"VID_3025",57
"VID_11174",335
"VID_4953",74
"VID_18607",780
"VID_21054",461
"VID_2173",59
"VID_11057",538
"VID_13724",1843
"VID_13430",6010
"VID_9390",1009
"VID_18342",161
"VID_11777",92
"VID_19047",841
"VID_172",960
"VID_3718",1652
"VID_22213",2379
"VID_5696",8
"VID_20334",3948
"VID_1007",9580
"VID_13102",1642
"VID_21651",848
"VID_2009",1764
"VID_21017",1171
"VID_4382",7
"VID_4515",10
"VID_3179",25
"VID_23587",375
"VID_12356",367
"VID_18669",45985
"VID_6952",4279
"VID_4156",210
"VID_2031",522
"VID_20255",1163
"VID_14817",506
"VID_777",409
"VID_3995",129
"VID_10014",281
"VID_10300",122
"VID_2465",2781
"VID_17701",532
"VID_4175",413
"VID_15136",1057
"VID_9687",809
"VID_12630",199
"VID_9851",1424
"VID_16471",4994
"VID_17782",1001
"VID_12983",1140
"VID_3696",1662
"VID_17888",870
"VID_22337",29
"VID_11385",1577
"VID_13508",103
"VID_4664",1127
"VID_12336",1889
"VID_3184",260
"VID_4506",34045
"VID_7887",2723
"VID_1583",38170
"VID_9477",2209
"VID_21725",371
"VID_1960",88206
"VID_13998",47
"VID_12243",493
"VID_993",6137
"VID_16091",1362
"VID_17591",258
"VID_2311",85
"VID_22345",7774
"VID_2342",1138
"VID_8959",19105
"VID_3423",357
"VID_942",10915
"VID_17251",131
"VID_10831",367
"VID_7424",694
"VID_6404",432
"VID_18918",602
"VID_22132",15723
"VID_22341",512
"VID_18590",325
"VID_5215",308
"VID_16189",293
"VID_3013",509
"VID_12801",2497
"VID_7074",148
"VID_21595",100
"VID_5007",24818
"VID_15854",151
"VID_2369",884
"VID_554",108
"VID_20809",504
"VID_16735",405
"VID_3212",814
"VID_3137",34020
"VID_17255",201
"VID_19709",1733
"VID_13463",54474
"VID_8118",58
"VID_15978",213
"VID_3478",917
"VID_5275",9617
"VID_8837",1377
"VID_21230",122
"VID_19256",732
"VID_4054",18
"VID_9515",4939
"VID_15224",260
"VID_10509",372
"VID_570",96
"VID_18401",4123
"VID_5981",437
"VID_3077",21
"VID_742",24
"VID_19034",683
"VID_17070",646
"VID_11392",130
"VID_6577",3342
"VID_15161",156
"VID_20311",700
"VID_8374",10
"VID_22056",3454
"VID_8221",8098
"VID_11338",2540
"VID_6994",12
"VID_15998",535
"VID_18844",241
"VID_19272",119
"VID_11191",625
"VID_7732",869
"VID_10954",492
"VID_17960",28527
"VID_2865",420
"VID_8654",1015
"VID_10308",23486
"VID_10468",20573
"VID_5692",1470
"VID_18943",1305
"VID_6756",1370
"VID_2479",603
"VID_16749",1018
"VID_20222",805
"VID_16310",743
"VID_11929",51918
"VID_17964",49250
"VID_8219",434
"VID_9671",44
"VID_9700",31737
"VID_23284",5418
"VID_19493",398
"VID_3123",35
"VID_10681",4882
"VID_18985",2386
"VID_15460",299
"VID_15406",158
"VID_12559",1213
"VID_19679",2445
"VID_15305",5399
"VID_22174",372
"VID_4220",824
"VID_14092",855
"VID_540",706
"VID_4663",42
"VID_22875",625
"VID_5047",1115
"VID_16179",395
"VID_6524",10676
"VID_15701",368
"VID_2125",182
"VID_13225",900
"VID_7398",212
"VID_7756",81
"VID_2183",530
"VID_9525",336
"VID_11901",491
"VID_10810",672
"VID_1126",26867
"VID_8232",2330
"VID_16675",2081
"VID_2995",1785
"VID_366",477
"VID_9273",451
"VID_15580",67
"VID_8392",82
"VID_21183",446
"VID_19964",13090
"VID_8670",75247
"VID_12176",246
"VID_11534",32
"VID_5680",430
"VID_21288",67209
"VID_11161",388
"VID_19849",116
"VID_21412",19719
"VID_11465",357
"VID_22015",29674
"VID_2691",150
"VID_19334",33155
"VID_6162",9
"VID_13451",48910
"VID_12214",69
"VID_10943",484
"VID_12722",67127
"VID_11298",26507
"VID_18240",15244
"VID_9558",1549
"VID_7218",460
"VID_21065",309
"VID_2724",41863
"VID_21578",12204
"VID_1048",57137
"VID_10801",1599
"VID_1722",507
"VID_19293",36
"VID_10052",1095
"VID_19400",166
"VID_18792",139
"VID_21334",139
"VID_7294",2713
"VID_1634",189
"VID_21201",68
"VID_415",242
"VID_3072",479
"VID_1464",3177
"VID_18400",228
"VID_4992",168
"VID_16747",42052
"VID_17491",225
"VID_12664",443
"VID_489",220
"VID_22646",45094
"VID_1716",18
"VID_9767",821
"VID_16415",474
"VID_12813",150
"VID_15634",1032
"VID_212",466
"VID_20184",532
"VID_4055",574
"VID_8312",22
"VID_20468",65
"VID_11575",663
"VID_19446",173
"VID_17936",53656
"VID_11527",54
"VID_1026",2449
"VID_22134",374
"VID_21568",641
"VID_610",190
"VID_10457",35983
"VID_10503",781
"VID_12089",4460
"VID_2819",1360
"VID_21033",2142
"VID_20642",3338
"VID_23328",991
"VID_6324",18337
"VID_7809",958
"VID_13209",160
"VID_22376",72040
"VID_11892",609
"VID_6354",344
"VID_21134",2676
"VID_1367",102
"VID_7132",24
"VID_13010",1433
"VID_16384",799
"VID_9208",9
"VID_22406",3785
"VID_10674",853
"VID_11599",443
"VID_14272",456
"VID_10530",13038
"VID_8004",66
"VID_8790",57
"VID_6313",57
"VID_3231",149
"VID_14615",498
"VID_14196",31884
"VID_11697",2257
"VID_81",1055
"VID_22272",403
"VID_9114",107
"VID_3910",1231
"VID_18574",1808
"VID_2666",497
"VID_2833",370
"VID_11434",20752
"VID_8881",288
"VID_5219",525
"VID_19882",36
"VID_8083",368
"VID_18777",3337
"VID_2245",292
"VID_14884",3251
"VID_17548",466
"VID_5944",1676
"VID_10123",7
"VID_7542",1064
"VID_5998",434
"VID_19084",14
"VID_15524",185
"VID_5438",181
"VID_10434",111
"VID_22871",44053
"VID_4391",3774
"VID_17631",1498
"VID_18098",5
"VID_14938",1495
"VID_468",750
"VID_13066",10
"VID_16966",471
"VID_8795",511
"VID_16424",20312
"VID_1660",381
"VID_10336",114
"VID_16819",176
"VID_15098",446
"VID_19761",943
"VID_23716",43763
"VID_1134",490
"VID_7592",236
"VID_2846",1091
"VID_2559",352
"VID_14668",117
"VID_17396",52
"VID_4675",1056
"VID_6838",10074
"VID_15368",1497
"VID_7647",41078
"VID_4994",49
"VID_11944",511
"VID_69",31
"VID_2328",531
"VID_11840",32288
"VID_8892",149642
"VID_19687",997
"VID_22821",1072
"VID_12769",329
"VID_4727",238
"VID_582",57
"VID_17656",195
"VID_17981",49246
"VID_20819",599
"VID_15559",5
"VID_2050",536
"VID_7257",236
"VID_12139",301
"VID_10384",18
"VID_4747",522
"VID_16336",77
"VID_15652",107
"VID_6078",116
"VID_18843",307
"VID_14019",1239
"VID_18276",911
"VID_16395",7588
"VID_10117",1067
"VID_7527",54
"VID_4748",481
"VID_21361",453
"VID_21903",25192
"VID_17496",24
"VID_17477",706
"VID_20582",1392
"VID_3397",16
"VID_17037",5004
"VID_23042",484
"VID_16019",133
"VID_13660",30573
"VID_14911",711
"VID_2444",92
"VID_20299",635
"VID_21662",958
"VID_17544",393
"VID_23617",812
"VID_11135",1145
"VID_17660",101
"VID_16776",945
"VID_17032",154
"VID_8652",305
"VID_21991",1095
"VID_8290",342
"VID_16211",328
"VID_12960",1374
"VID_408",448
"VID_2208",12
"VID_17141",65977
"VID_1109",22599
"VID_20633",438
"VID_11331",494
"VID_21222",1898
"VID_9565",4939
"VID_3053",657
"VID_9867",894
"VID_23288",6698
"VID_6921",36357
"VID_2673",55358
"VID_14769",3043
"VID_17241",522
"VID_14074",87384
"VID_18198",737
"VID_3116",3021
"VID_6920",17519
"VID_4615",1258
"VID_12002",922
"VID_12743",487
"VID_1080",92751
"VID_12318",79473
"VID_3832",4469
"VID_16582",1197
"VID_22801",2470
"VID_17392",1222
"VID_11169",523
"VID_16557",32812
"VID_2870",370
"VID_21945",485
"VID_23275",30453
"VID_9606",395
"VID_16305",1401
"VID_3693",2041
"VID_643",891
"VID_11486",1362
"VID_6201",9332
"VID_3056",14
"VID_22383",1500
"VID_15033",1745
"VID_14798",4988
"VID_14812",1578
"VID_6362",117
"VID_9180",435
"VID_17978",56987
"VID_14982",675
"VID_6973",254
"VID_4710",42
"VID_12339",557
"VID_13101",120
"VID_20077",1435
"VID_882",46653
"VID_7913",13203
"VID_6788",39710
"VID_5784",343
"VID_18050",57458
"VID_3071",590
"VID_22111",1741
"VID_12755",52312
"VID_17476",56078
"VID_3805",162
"VID_11028",460
"VID_20261",564
"VID_10372",85
"VID_22092",1191
"VID_3216",33
"VID_12842",113
"VID_3135",112
"VID_12208",452
"VID_11398",640
"VID_1220",45827
"VID_13796",88
"VID_17920",43158
"VID_309",503
"VID_17973",25004
"VID_21314",1120
"VID_12876",1219
"VID_3553",147
"VID_21451",1416
"VID_6193",847
"VID_21667",609
"VID_1405",220
"VID_2292",789
"VID_23274",17
"VID_13245",883
"VID_4180",135
"VID_18285",411
"VID_8343",950
"VID_18796",1042
"VID_20545",454
"VID_10490",25212
"VID_5386",118
"VID_875",1760
"VID_18338",328
"VID_13654",8711
"VID_4366",495
"VID_11971",245
"VID_23666",750
"VID_7991",49
"VID_21320",19406
"VID_14980",715
"VID_19851",478
"VID_5807",723
"VID_8017",905
"VID_1030",67215
"VID_1209",94190
"VID_12026",1321
"VID_16635",42
"VID_17000",21086
"VID_4749",14
"VID_7734",1352
"VID_18020",514
"VID_4933",13
"VID_2526",11272
"VID_828",474
"VID_18375",232
"VID_13672",42995
"VID_8117",166
"VID_7364",849
"VID_15775",91
"VID_4439",42128
"VID_2919",303
"VID_5045",51479
"VID_7463",533
"VID_2815",225
"VID_23179",3274
"VID_21260",534
"VID_19106",23
"VID_23756",1878
"VID_18174",541
"VID_2071",392
"VID_22432",1053
"VID_13140",416
"VID_6637",29
"VID_2615",460
"VID_7853",33
"VID_2111",872
"VID_12392",487
"VID_16660",392
"VID_10047",630
"VID_2510",158
"VID_10298",94
"VID_19982",571
"VID_11828",3196
"VID_21263",375
"VID_10475",68
"VID_16901",155
"VID_16929",91
"VID_7586",193
"VID_22090",963
"VID_18836",241
"VID_12796",1030
"VID_4996",14
"VID_1765",870
"VID_20004",501
"VID_6461",1256
"VID_10041",1321
"VID_14569",114
"VID_4331",14179
"VID_13645",1746
"VID_1029",463
"VID_22231",706
"VID_23654",486
"VID_21768",711
"VID_20739",235
"VID_346",565
"VID_4400",2260
"VID_15912",2047
"VID_9978",2829
"VID_13691",145
"VID_16874",164
"VID_5922",359
"VID_11179",620
"VID_21641",79
"VID_12773",695
"VID_23076",906
"VID_8291",1204
"VID_21724",504
"VID_2855",471
"VID_909",11
"VID_17242",2501
"VID_9486",1663
"VID_12947",449
"VID_14210",361
"VID_6059",2480
"VID_2322",422
"VID_12915",2877
"VID_16643",1744
"VID_16500",7312
"VID_12752",528
"VID_9917",1672
"VID_4821",100
"VID_20341",412
"VID_20779",862
"VID_23333",68
"VID_874",1487
"VID_4492",143
"VID_5954",1125
"VID_10538",1364
"VID_16206",1537
"VID_19140",234
"VID_21185",133
"VID_5322",199
"VID_9169",4360
"VID_2886",371
"VID_20740",798
"VID_8170",5
"VID_22602",852
"VID_14273",593
"VID_20676",448
"VID_8547",505
"VID_6647",90567
"VID_15964",9
"VID_10251",19535
"VID_16910",57
"VID_19039",256
"VID_12097",41880
"VID_20760",340
"VID_6394",31
"VID_3500",1162
"VID_3908",23937
"VID_5543",122
"VID_11463",194
"VID_13300",3018
"VID_11394",1762
"VID_83",680
"VID_10927",494
"VID_471",387
"VID_4855",598
"VID_20960",1029
"VID_23358",47
"VID_13880",399
"VID_22758",860
"VID_22739",830
"VID_7358",34195
"VID_5584",695
"VID_19458",833
"VID_22177",462
"VID_16935",33904
"VID_1079",89617
"VID_22179",689
"VID_3295",656
"VID_544",490
"VID_9496",1739
"VID_14271",336
"VID_5789",1314
"VID_12760",66757
"VID_18350",890
"VID_22309",403
"VID_13908",1228
"VID_18977",263
"VID_23357",3344
"VID_12481",579
"VID_3680",56
"VID_3395",14
"VID_22154",103
"VID_5997",87
"VID_13995",316
"VID_20030",1021
"VID_17650",628
"VID_14885",68
"VID_14741",660
"VID_7885",486
"VID_5339",495
"VID_2856",86797
"VID_11168",18
"VID_12990",498
"VID_12271",64803
"VID_7632",36
"VID_9294",959
"VID_21993",25428
"VID_9280",864
"VID_2729",285
"VID_2260",2388
"VID_842",1202
"VID_7730",445
"VID_10325",46
"VID_12079",26917
"VID_5210",1098
"VID_10779",346
"VID_12555",27
"VID_14233",1810
"VID_1822",447
"VID_23380",251
"VID_21764",1591
"VID_23308",3789
"VID_11288",86762
"VID_21586",403
"VID_6925",25497
"VID_11059",541
"VID_10397",4
"VID_17706",236
"VID_17635",222
"VID_19282",739
"VID_7523",535
"VID_23214",33210
"VID_21680",918
"VID_5476",35
"VID_16020",2382
"VID_5963",1908
"VID_2789",57
"VID_4186",3183
"VID_13026",467
"VID_21775",1876
"VID_5493",246
"VID_13211",1394
"VID_9669",1109
"VID_8914",46804
"VID_7876",984
"VID_22125",481
"VID_11308",70645
"VID_4985",1196
"VID_9027",395
"VID_1451",54527
"VID_20102",1695
"VID_8725",693
"VID_5393",1295
"VID_22363",71839
"VID_21165",994
"VID_17968",65982
"VID_3788",993
"VID_11947",1279
"VID_5124",34286
"VID_21474",13098
"VID_22000",2790
"VID_3450",146
"VID_15724",681
"VID_8581",934
"VID_7204",578
"VID_14200",939
"VID_13534",82
"VID_2913",29712
"VID_17416",5
"VID_646",308
"VID_16846",44
"VID_14857",930
"VID_14101",2780
"VID_23093",20839
"VID_11770",2809
"VID_20305",757
"VID_2905",599
"VID_6779",498
"VID_21691",780
"VID_18006",71917
"VID_20018",500
"VID_4590",1727
"VID_10598",18
"VID_4696",533
"VID_1837",72119
"VID_10846",1071
"VID_2843",76
"VID_12191",1205
"VID_14072",61027
"VID_11667",34618
"VID_7825",393
"VID_15153",466
"VID_1584",47342
"VID_4975",909
"VID_9691",23
"VID_4721",654
"VID_21155",3467
"VID_16547",4639
"VID_4483",1383
"VID_17455",2154
"VID_11509",463
"VID_17842",7004
"VID_12545",849
"VID_5909",6577
"VID_6834",222
"VID_7961",798
"VID_4065",226
"VID_5187",14
"VID_21335",577
"VID_21882",29503
"VID_4181",9
"VID_2543",4
"VID_8102",151
"VID_20978",2849
"VID_14562",1580
"VID_16024",8
"VID_11289",239
"VID_16147",480
"VID_22294",3052
"VID_22066",69577
"VID_145",1164
"VID_3332",53
"VID_14907",217
"VID_20434",1869
"VID_13821",404
"VID_9018",3838
"VID_20375",886
"VID_7129",1735
"VID_21285",491
"VID_17905",36047
"VID_8870",85259
"VID_5419",9
"VID_17489",832
"VID_8279",297
"VID_15409",210
"VID_12316",3116
"VID_23028",1158
"VID_22861",4734
"VID_18640",88739
"VID_4791",285
"VID_17643",1591
"VID_8960",1607
"VID_17277",3126
"VID_1142",92079
"VID_2291",4
"VID_18073",1313
"VID_6471",771
"VID_11220",940
"VID_9640",1389
"VID_12639",400
"VID_22381",497
"VID_2645",493
"VID_8845",2218
"VID_15276",483
"VID_22021",506
"VID_693",175
"VID_12970",851
"VID_5248",1989
"VID_9509",1121
"VID_16555",1171
"VID_10571",126
"VID_2731",20918
"VID_15444",13
"VID_6421",211
"VID_13557",9412
"VID_8773",617
"VID_6701",1315
"VID_18406",83
"VID_8785",333
"VID_16124",249
"VID_3871",445
"VID_20408",42
"VID_12905",1350
"VID_6783",43794
"VID_2339",242
"VID_1215",9293
"VID_14010",308
"VID_481",283
"VID_8129",5197
"VID_21034",764
"VID_12912",547
"VID_12209",93
"VID_20966",56
"VID_6999",20
"VID_13988",465
"VID_18646",53340
"VID_3617",409
"VID_4820",284
"VID_8415",262
"VID_20736",923
"VID_92",448
"VID_6411",23
"VID_20019",608
"VID_9461",172
"VID_1666",1140
"VID_12581",350
"VID_987",555
"VID_4873",269
"VID_547",253
"VID_9975",88
"VID_14877",13205
"VID_23059",717
"VID_19413",143
"VID_23016",633
"VID_13635",5821
"VID_2440",83
"VID_3725",1011
"VID_8416",208
"VID_3486",711
"VID_3905",486
"VID_20728",718
"VID_11643",16
"VID_8171",84
"VID_3239",4
"VID_22342",2574
"VID_12478",1066
"VID_16335",976
"VID_3923",284
"VID_15545",1427
"VID_19955",488
"VID_956",10422
"VID_9170",1336
"VID_22750",516
"VID_23002",1128
"VID_19277",664
"VID_15369",312
"VID_16786",78
"VID_17733",3255
"VID_16297",11
"VID_19",10
"VID_9714",484
"VID_14328",472
"VID_18332",622
"VID_7034",3
"VID_5570",806
"VID_13201",2611
"VID_11911",3168
"VID_6722",1587
"VID_21949",123
"VID_17100",5185
"VID_7615",369
"VID_21098",3039
"VID_15697",9
"VID_4040",406
"VID_20235",607
"VID_13677",112
"VID_22847",627
"VID_391",796
"VID_4932",55
"VID_4042",931
"VID_13449",62322
"VID_19078",22
"VID_1999",1515
"VID_21860",475
"VID_7758",1721
"VID_22131",2873
"VID_14491",493
"VID_11950",11831
"VID_1064",87115
"VID_23433",323
"VID_12277",482
"VID_6882",19615
"VID_12448",1223
"VID_18150",1073
"VID_22183",1204
"VID_12255",335
"VID_4358",7215
"VID_12107",152
"VID_12672",600
"VID_23108",27079
"VID_355",1543
"VID_4246",12
"VID_22760",624
"VID_9745",844
"VID_19886",774
"VID_8039",1005
"VID_13771",403
"VID_13281",763
"VID_5495",209
"VID_7198",606
"VID_20048",282
"VID_18947",1120
"VID_22570",532
"VID_8084",3131
"VID_6151",74
"VID_12233",476
"VID_1341",51337
"VID_98",1272
"VID_8450",1407
"VID_18591",808
"VID_18125",17960
"VID_13043",22
"VID_22636",5229
"VID_19837",151
"VID_9217",951
"VID_13984",509
"VID_13437",559
"VID_6975",454
"VID_11753",283
"VID_6243",183
"VID_11689",45
"VID_789",171
"VID_8207",266
"VID_9930",963
"VID_17221",5770
"VID_13516",70
"VID_8226",406
"VID_6257",33
"VID_23751",357
"VID_20791",4108
"VID_18157",198
"VID_3519",189
"VID_14773",299
"VID_18095",27846
"VID_17158",44198
"VID_7365",288
"VID_3391",326
"VID_19185",146
"VID_15272",350
"VID_1241",49232
"VID_15732",249
"VID_11170",210
"VID_1596",39267
"VID_21693",653
"VID_10002",1489
"VID_1067",90768
"VID_1943",70814
"VID_4010",22
"VID_16636",74
"VID_21601",2036
"VID_10452",782
"VID_15893",122
"VID_20288",826
"VID_6428",268
"VID_9707",295
"VID_1055",413
"VID_17699",28
"VID_3276",444
"VID_10743",1358
"VID_7123",18
"VID_15214",223
"VID_8968",10598
"VID_10050",93
"VID_18840",1588
"VID_14891",505
"VID_21157",10689
"VID_19703",860
"VID_12460",449
"VID_20800",154
"VID_11996",1349
"VID_2636",520
"VID_20195",1310
"VID_1536",86097
"VID_19404",12
"VID_18903",1998
"VID_6284",230
"VID_2180",97
"VID_11755",112
"VID_11834",1142
"VID_16231",395
"VID_7444",258
"VID_21995",1522
"VID_16899",47
"VID_4305",5478
"VID_12767",19451
"VID_15483",1393
"VID_9841",1393
"VID_12883",382
"VID_4971",473
"VID_15040",499
"VID_17252",229
"VID_11204",112
"VID_2528",698
"VID_2176",361
"VID_12896",265
"VID_6423",571
"VID_13726",750
"VID_15048",1582
"VID_5992",27
"VID_21413",62290
"VID_21392",92
"VID_9068",404
"VID_1422",445
"VID_13096",2322
"VID_22465",497
"VID_23122",139
"VID_15438",2166
"VID_14784",19259
"VID_2966",1978
"VID_22915",4662
"VID_8335",1042
"VID_20009",482
"VID_17514",752
"VID_4264",4113
"VID_8710",238
"VID_16148",846
"VID_1478",620
"VID_2306",3916
"VID_18523",5193
"VID_14360",74
"VID_21511",33
"VID_22844",271
"VID_3331",172
"VID_1849",7027
"VID_9644",1275
"VID_4837",188
"VID_6656",330
"VID_8605",3855
"VID_2504",4
"VID_10313",2056
"VID_23377",130
"VID_19717",424
"VID_17339",987
"VID_13263",49813
"VID_372",8271
"VID_11504",688
"VID_15322",354
"VID_5211",12420
"VID_16431",1551
"VID_10800",213
"VID_1928",1255
"VID_18352",173
"VID_21173",682
"VID_18651",456
"VID_13041",66
"VID_16255",25586
"VID_14045",390
"VID_15832",5024
"VID_7662",3830
"VID_15358",26
